#,t_obs,tcf,"pi_beta(S, Ccf, tcf)","pi_beta(S, C, tcf)"
390,VLX75QD,DLX60QD,0.05546513944864273,0.04762113466858864
390,VLX75QD,V150-225,-0.07626451551914215,-0.0791948065161705
390,VLX75QD,V75-225,-0.14613394439220428,-0.1562539041042328
390,VLX75QD,VLX150QD,0.07063274085521698,0.06954525411128998
391,D60-120,DLX60QD,0.06457455456256866,0.06429034471511841
391,D60-120,V150-225,0.0066419728100299835,0.009609537199139595
391,D60-120,V75-225,-0.22021706402301788,-0.22335942089557648
391,D60-120,VLX150QD,0.12574288249015808,0.14647556841373444
391,D60-120,VLX75QD,0.12975279986858368,0.13336703181266785
392,V150-225,D60-120,0.055585987865924835,0.05616361275315285
392,V150-225,DLX60QD,0.18014132976531982,0.18231604993343353
392,V150-225,V75-225,0.13691143691539764,0.1449117362499237
392,V150-225,VLX150QD,0.08450917899608612,0.0897621214389801
392,V150-225,VLX75QD,-0.2038094699382782,-0.20268914103507996
393,VLX150QD,D60-120,0.09503518790006638,0.0856974720954895
393,VLX150QD,DLX60QD,0.06131408363580704,0.060907993465662
393,VLX150QD,V150-225,-0.0025703611318022013,-0.009239694103598595
393,VLX150QD,V75-225,-0.23806986212730408,-0.23501935601234436
393,VLX150QD,VLX75QD,0.1316395401954651,0.12082614004611969
394,DLX60QD,D60-120,0.11170582473278046,0.11405855417251587
394,DLX60QD,V150-225,0.01696440577507019,0.02786131761968136
394,DLX60QD,V75-225,-0.23770160973072052,-0.22446611523628235
394,DLX60QD,VLX150QD,0.14985713362693787,0.1698295772075653
394,DLX60QD,VLX75QD,0.13427695631980896,0.15216223895549774
395,V75-225,D60-120,0.03999023884534836,0.032088518142700195
395,V75-225,DLX60QD,0.21045012772083282,0.2035740613937378
395,V75-225,V150-225,0.08811093866825104,0.0911182165145874
395,V75-225,VLX150QD,0.0786781758069992,0.07030003517866135
395,V75-225,VLX75QD,-0.1647179126739502,-0.1654893159866333
396,V150-225,D60-120,-0.025658970698714256,-0.01777094602584839
396,V150-225,DLX60QD,0.0655951201915741,0.05421723425388336
396,V150-225,V75-225,-0.09946393966674805,-0.10714316368103027
396,V150-225,VLX150QD,0.07356728613376617,0.08726131170988083
396,V150-225,VLX75QD,0.054618287831544876,0.0745452344417572
397,V150-225,D60-120,0.0934007465839386,0.09029566496610641
397,V150-225,DLX60QD,0.048410139977931976,0.05110351741313934
397,V150-225,V75-225,-0.23061732947826385,-0.2277400642633438
397,V150-225,VLX150QD,0.07886657863855362,0.08280518651008606
397,V150-225,VLX75QD,0.12233658134937286,0.11848998069763184
398,D60-120,DLX60QD,0.05900869518518448,0.06223195046186447
398,D60-120,V150-225,-0.01324419118463993,-0.0038342862389981747
398,D60-120,V75-225,-0.2406216561794281,-0.2357724905014038
398,D60-120,VLX150QD,0.12586171925067902,0.13833725452423096
398,D60-120,VLX75QD,0.13378950953483582,0.1443341076374054
399,VLX150QD,D60-120,0.013587753288447857,0.011050257831811905
399,VLX150QD,DLX60QD,0.14647242426872253,0.14732088148593903
399,VLX150QD,V150-225,-0.03382622450590134,-0.038207922130823135
399,VLX150QD,V75-225,-0.09095172584056854,-0.09310668706893921
399,VLX150QD,VLX75QD,-0.08239959180355072,-0.07837696373462677
400,VLX150QD,D60-120,0.09878121316432953,0.09139079600572586
400,VLX150QD,DLX60QD,0.04527083784341812,0.044680405408144
400,VLX150QD,V150-225,-0.04409699887037277,-0.04652193561196327
400,VLX150QD,V75-225,-0.23794250190258026,-0.2383021116256714
400,VLX150QD,VLX75QD,0.13663968443870544,0.14050054550170898
401,VLX150QD,D60-120,-0.020610246807336807,-0.01981445401906967
401,VLX150QD,DLX60QD,0.06409011036157608,0.0551205575466156
401,VLX150QD,V150-225,-0.06446211040019989,-0.07336584478616714
401,VLX150QD,V75-225,-0.11034838855266571,-0.12178945541381836
401,VLX150QD,VLX75QD,0.04965251684188843,0.058459069579839706
402,V75-225,D60-120,0.030711745843291283,0.026117578148841858
402,V75-225,DLX60QD,0.15073446929454803,0.15350335836410522
402,V75-225,V150-225,0.0701625868678093,0.06817381083965302
402,V75-225,VLX150QD,0.0734398365020752,0.07663419842720032
402,V75-225,VLX75QD,-0.13698378205299377,-0.12951058149337769
403,VLX75QD,D60-120,0.04237988218665123,0.04454342648386955
403,VLX75QD,DLX60QD,0.1022210568189621,0.08160616457462311
403,VLX75QD,V150-225,0.010610667988657951,-0.002452909480780363
403,VLX75QD,V75-225,0.014275053516030312,-0.014682985842227936
403,VLX75QD,VLX150QD,0.05505738779902458,0.046499814838171005
404,V150-225,D60-120,0.05701039358973503,0.0660957545042038
404,V150-225,DLX60QD,0.09683937579393387,0.09192895144224167
404,V150-225,V75-225,-0.1361231505870819,-0.12613794207572937
404,V150-225,VLX150QD,0.04079601168632507,0.051633320748806
404,V150-225,VLX75QD,-0.09257881343364716,-0.07482801377773285
405,D60-120,DLX60QD,0.193057581782341,0.19523240625858307
405,D60-120,V150-225,0.070644810795784,0.07660093903541565
405,D60-120,V75-225,0.015465451404452324,0.03133094683289528
405,D60-120,VLX150QD,0.07749763131141663,0.08065447211265564
405,D60-120,VLX75QD,-0.1961376667022705,-0.1999475061893463
406,D60-120,DLX60QD,0.06652183830738068,0.06367502361536026
406,D60-120,V150-225,0.0055131493136286736,-0.00028363196179270744
406,D60-120,V75-225,-0.23556336760520935,-0.23674121499061584
406,D60-120,VLX150QD,0.12746748328208923,0.12898778915405273
406,D60-120,VLX75QD,0.12998239696025848,0.12686491012573242
407,V150-225,D60-120,0.0011342702200636268,0.0015912596136331558
407,V150-225,DLX60QD,0.1320846974849701,0.13556301593780518
407,V150-225,V75-225,0.08599183708429337,0.09312652796506882
407,V150-225,VLX150QD,0.06844569742679596,0.07906891405582428
407,V150-225,VLX75QD,-0.09341702610254288,-0.08164307475090027
408,VLX150QD,D60-120,0.04359307140111923,0.05455108731985092
408,VLX150QD,DLX60QD,0.10972104221582413,0.11728756129741669
408,VLX150QD,V150-225,-0.06110372394323349,-0.04689667746424675
408,VLX150QD,V75-225,-0.1209789514541626,-0.09992235898971558
408,VLX150QD,VLX75QD,-0.09202833473682404,-0.08685566484928131
409,VLX75QD,D60-120,0.016756953671574593,0.027894314378499985
409,VLX75QD,DLX60QD,0.1340806633234024,0.145437553524971
409,VLX75QD,V150-225,0.04106270149350166,0.05477917939424515
409,VLX75QD,V75-225,0.08569064736366272,0.10531927645206451
409,VLX75QD,VLX150QD,0.07010586559772491,0.08294299244880676
410,DLX60QD,D60-120,0.06334803998470306,0.06300829350948334
410,DLX60QD,V150-225,0.12966562807559967,0.13258881866931915
410,DLX60QD,V75-225,0.08323884010314941,0.08996109664440155
410,DLX60QD,VLX150QD,0.09695000946521759,0.09890173375606537
410,DLX60QD,VLX75QD,-0.16192971169948578,-0.16271741688251495
411,VLX150QD,D60-120,0.02885518968105316,0.019671419635415077
411,VLX150QD,DLX60QD,0.19608134031295776,0.19137629866600037
411,VLX150QD,V150-225,0.05347902327775955,0.05609622597694397
411,VLX150QD,V75-225,-0.01754249818623066,-0.03380114957690239
411,VLX150QD,VLX75QD,-0.15521225333213806,-0.1628107726573944
412,VLX150QD,D60-120,0.09261520951986313,0.09283295273780823
412,VLX150QD,DLX60QD,0.04686836525797844,0.04872795566916466
412,VLX150QD,V150-225,-0.045703817158937454,-0.04436405375599861
412,VLX150QD,V75-225,-0.2282382696866989,-0.22712843120098114
412,VLX150QD,VLX75QD,0.1445653736591339,0.14701294898986816
413,D60-120,DLX60QD,0.05746744945645332,0.05713525414466858
413,D60-120,V150-225,-0.07693152129650116,-0.07669319957494736
413,D60-120,V75-225,-0.15915636718273163,-0.16125494241714478
413,D60-120,VLX150QD,0.06388884782791138,0.06199489161372185
413,D60-120,VLX75QD,0.09875832498073578,0.08728353679180145
414,VLX75QD,D60-120,0.09848180413246155,0.08822543174028397
414,VLX75QD,DLX60QD,0.049675747752189636,0.05443853139877319
414,VLX75QD,V150-225,-0.023047827184200287,-0.02478880062699318
414,VLX75QD,V75-225,-0.23245318233966827,-0.22892960906028748
414,VLX75QD,VLX150QD,0.1022145003080368,0.09902074933052063
415,V75-225,D60-120,0.06039714068174362,0.04873204231262207
415,V75-225,DLX60QD,0.2285333126783371,0.21955004334449768
415,V75-225,V150-225,0.12708573043346405,0.12740947306156158
415,V75-225,VLX150QD,0.09298443794250488,0.0804346352815628
415,V75-225,VLX75QD,-0.1640787422657013,-0.16352176666259766
416,VLX75QD,D60-120,0.032966695725917816,0.032159700989723206
416,VLX75QD,DLX60QD,0.08870252221822739,0.1033359095454216
416,VLX75QD,V150-225,-0.04177536815404892,-0.03029833361506462
416,VLX75QD,V75-225,-0.10192619264125824,-0.07400025427341461
416,VLX75QD,VLX150QD,0.0367652103304863,0.05567885935306549
417,D60-120,DLX60QD,0.2028546780347824,0.20443999767303467
417,D60-120,V150-225,0.07055847346782684,0.08655531704425812
417,D60-120,V75-225,0.007399630732834339,0.010860545560717583
417,D60-120,VLX150QD,0.07800613343715668,0.07494863867759705
417,D60-120,VLX75QD,-0.17075805366039276,-0.17168502509593964
418,D60-120,DLX60QD,0.14334261417388916,0.14293670654296875
418,D60-120,V150-225,-0.029639985412359238,-0.033002521842718124
418,D60-120,V75-225,-0.0738842636346817,-0.08184988051652908
418,D60-120,VLX150QD,0.046619974076747894,0.05278649926185608
418,D60-120,VLX75QD,-0.1479644477367401,-0.14342741668224335
419,V150-225,D60-120,0.048838771879673004,0.044914137572050095
419,V150-225,DLX60QD,0.21132972836494446,0.21046766638755798
419,V150-225,V75-225,0.03774034231901169,0.02563169226050377
419,V150-225,VLX150QD,0.08304471522569656,0.08225733786821365
419,V150-225,VLX75QD,-0.16535510122776031,-0.16403454542160034
420,D60-120,DLX60QD,0.18891555070877075,0.1953362673521042
420,D60-120,V150-225,0.04889379069209099,0.05580036714673042
420,D60-120,V75-225,-0.009154302068054676,0.002784662414342165
420,D60-120,VLX150QD,0.07422559708356857,0.08439654111862183
420,D60-120,VLX75QD,-0.18127885460853577,-0.18083611130714417
421,VLX75QD,D60-120,0.00696090143173933,0.005716320592910051
421,VLX75QD,DLX60QD,0.14714810252189636,0.14470595121383667
421,VLX75QD,V150-225,-0.04751599207520485,-0.04426264390349388
421,VLX75QD,V75-225,-0.10577709972858429,-0.10987462103366852
421,VLX75QD,VLX150QD,0.049796801060438156,0.0514301098883152
422,VLX75QD,D60-120,0.05692564696073532,0.05071592330932617
422,VLX75QD,DLX60QD,0.08220766484737396,0.08227705955505371
422,VLX75QD,V150-225,0.025577988475561142,0.020698145031929016
422,VLX75QD,V75-225,-0.11454234272241592,-0.11660078912973404
422,VLX75QD,VLX150QD,0.03187329322099686,0.032373350113630295
423,D60-120,DLX60QD,0.15355731546878815,0.14673170447349548
423,D60-120,V150-225,-0.009089885279536247,-0.015943076461553574
423,D60-120,V75-225,0.003051673760637641,0.00029429467394948006
423,D60-120,VLX150QD,0.09699540585279465,0.09417697787284851
423,D60-120,VLX75QD,0.056973475962877274,0.051336586475372314
424,V75-225,D60-120,0.040923453867435455,0.03726736828684807
424,V75-225,DLX60QD,0.06846742331981659,0.07151250541210175
424,V75-225,V150-225,-0.012639286927878857,-0.006770779844373465
424,V75-225,VLX150QD,0.027704179286956787,0.027862543240189552
424,V75-225,VLX75QD,-0.13996170461177826,-0.14597386121749878
425,VLX150QD,D60-120,-0.023454440757632256,-0.025784602388739586
425,VLX150QD,DLX60QD,0.14236554503440857,0.13911110162734985
425,VLX150QD,V150-225,0.04092716425657272,0.03921782970428467
425,VLX150QD,V75-225,0.07426800578832626,0.07747755944728851
425,VLX150QD,VLX75QD,-0.06254594027996063,-0.06260786205530167
426,D60-120,DLX60QD,0.055868856608867645,0.046732161194086075
426,D60-120,V150-225,-0.06226424127817154,-0.06951096653938293
426,D60-120,V75-225,-0.11213825643062592,-0.12545356154441833
426,D60-120,VLX150QD,0.08147106319665909,0.08774587512016296
426,D60-120,VLX75QD,0.07907034456729889,0.09298723191022873
427,VLX75QD,D60-120,-0.009759868495166302,-0.015342550352215767
427,VLX75QD,DLX60QD,0.14572873711585999,0.13717974722385406
427,VLX75QD,V150-225,0.028736259788274765,0.021396122872829437
427,VLX75QD,V75-225,0.06575837731361389,0.05866588279604912
427,VLX75QD,VLX150QD,0.06376270204782486,0.054985810071229935
428,DLX60QD,D60-120,-0.046950723975896835,-0.042772725224494934
428,DLX60QD,V150-225,-0.00032285103225149214,0.0063302358612418175
428,DLX60QD,V75-225,0.09262656420469284,0.10272350907325745
428,DLX60QD,VLX150QD,0.03949814289808273,0.04975910857319832
428,DLX60QD,VLX75QD,-0.1685035675764084,-0.16251277923583984
429,V75-225,D60-120,0.09125301241874695,0.09562840312719345
429,V75-225,DLX60QD,0.049583472311496735,0.04758012294769287
429,V75-225,V150-225,-0.03787648305296898,-0.037685491144657135
429,V75-225,VLX150QD,0.08311307430267334,0.10185442119836807
429,V75-225,VLX75QD,0.13135752081871033,0.1404428482055664
430,D60-120,DLX60QD,0.1439351737499237,0.1444292962551117
430,D60-120,V150-225,0.04487941414117813,0.05360860750079155
430,D60-120,V75-225,0.08101966232061386,0.09133036434650421
430,D60-120,VLX150QD,0.07230408489704132,0.07849837839603424
430,D60-120,VLX75QD,-0.1551193743944168,-0.1539299488067627
431,VLX75QD,D60-120,-0.05397660657763481,-0.05802058428525925
431,VLX75QD,DLX60QD,0.03286603465676308,0.0257748831063509
431,VLX75QD,V150-225,-0.031826093792915344,-0.033029258251190186
431,VLX75QD,V75-225,0.034569837152957916,0.030569937080144882
431,VLX75QD,VLX150QD,0.011860480532050133,0.005270893219858408
432,DLX60QD,D60-120,0.11296429485082626,0.12247048318386078
432,DLX60QD,V150-225,-0.00818179827183485,0.0028710239566862583
432,DLX60QD,V75-225,-0.21174684166908264,-0.20541617274284363
432,DLX60QD,VLX150QD,0.0817163735628128,0.11594310402870178
432,DLX60QD,VLX75QD,0.08386348932981491,0.10394551604986191
433,V75-225,D60-120,0.1344355344772339,0.12421192228794098
433,V75-225,DLX60QD,0.0749649927020073,0.06531008332967758
433,V75-225,V150-225,0.03437959775328636,0.02393922582268715
433,V75-225,VLX150QD,0.1211017519235611,0.09658193588256836
433,V75-225,VLX75QD,0.08810517936944962,0.08131840825080872
434,V150-225,D60-120,0.12787993252277374,0.13172990083694458
434,V150-225,DLX60QD,0.07102543115615845,0.07148517668247223
434,V150-225,V75-225,-0.19695691764354706,-0.1950754076242447
434,V150-225,VLX150QD,0.09827236831188202,0.1120939776301384
434,V150-225,VLX75QD,0.06792514026165009,0.0815201923251152
435,VLX75QD,D60-120,0.03467685356736183,0.040461089462041855
435,VLX75QD,DLX60QD,0.06452887505292892,0.0764223262667656
435,VLX75QD,V150-225,0.008774644695222378,0.018369091674685478
435,VLX75QD,V75-225,-0.10818974673748016,-0.09956129640340805
435,VLX75QD,VLX150QD,0.02593179978430271,0.033310625702142715
436,V150-225,D60-120,0.03278721868991852,0.03131088241934776
436,V150-225,DLX60QD,0.17870166897773743,0.18068310618400574
436,V150-225,V75-225,-0.04391155391931534,-0.04341951012611389
436,V150-225,VLX150QD,0.06128903105854988,0.061306100338697433
436,V150-225,VLX75QD,-0.15028758347034454,-0.1546318084001541
437,DLX60QD,D60-120,0.15012675523757935,0.15609543025493622
437,DLX60QD,V150-225,0.05763839930295944,0.060247670859098434
437,DLX60QD,V75-225,-0.17173093557357788,-0.16793498396873474
437,DLX60QD,VLX150QD,0.10531057417392731,0.11825542896986008
437,DLX60QD,VLX75QD,0.037615325301885605,0.05497492104768753
438,D60-120,DLX60QD,0.06461053341627121,0.07693348079919815
438,D60-120,V150-225,0.01563507877290249,0.02721487171947956
438,D60-120,V75-225,-0.23676669597625732,-0.22355914115905762
438,D60-120,VLX150QD,0.1464284509420395,0.1714707762002945
438,D60-120,VLX75QD,0.13741692900657654,0.15464207530021667
439,VLX75QD,D60-120,0.00435723876580596,-0.0004564085975289345
439,VLX75QD,DLX60QD,0.15859489142894745,0.15368223190307617
439,VLX75QD,V150-225,-0.006626318208873272,-0.021745767444372177
439,VLX75QD,V75-225,-0.0844610258936882,-0.09792003035545349
439,VLX75QD,VLX150QD,0.059904348105192184,0.05270605534315109
440,V150-225,D60-120,0.10560613870620728,0.11355812847614288
440,V150-225,DLX60QD,0.07696471363306046,0.07869088649749756
440,V150-225,V75-225,-0.1715776026248932,-0.1724899411201477
440,V150-225,VLX150QD,0.056591473519802094,0.06615385413169861
440,V150-225,VLX75QD,-0.022181561216711998,-0.021871168166399002
441,DLX60QD,D60-120,0.015214269980788231,0.016025179997086525
441,DLX60QD,V150-225,0.018468208611011505,0.02665140852332115
441,DLX60QD,V75-225,0.05893998220562935,0.06779790669679642
441,DLX60QD,VLX150QD,0.09682954847812653,0.10482597351074219
441,DLX60QD,VLX75QD,0.02296152524650097,0.02855556644499302
442,D60-120,DLX60QD,0.135104238986969,0.13586996495723724
442,D60-120,V150-225,-0.008851507678627968,-0.012627555057406425
442,D60-120,V75-225,-0.00045287347165867686,-0.0026162019930779934
442,D60-120,VLX150QD,0.0895799770951271,0.0847146213054657
442,D60-120,VLX75QD,0.048997703939676285,0.039104871451854706
443,D60-120,DLX60QD,0.058467965573072433,0.06588764488697052
443,D60-120,V150-225,-0.04250616580247879,-0.03401998430490494
443,D60-120,V75-225,-0.16951222717761993,-0.16272686421871185
443,D60-120,VLX150QD,0.04232645779848099,0.039965689182281494
443,D60-120,VLX75QD,-0.05090131610631943,-0.07168689370155334
444,V75-225,D60-120,0.07179705798625946,0.08153501898050308
444,V75-225,DLX60QD,0.05590178817510605,0.054650407284498215
444,V75-225,V150-225,-0.06607168167829514,-0.06438077986240387
444,V75-225,VLX150QD,0.048662204295396805,0.0647353082895279
444,V75-225,VLX75QD,0.01764637976884842,0.030952878296375275
445,DLX60QD,D60-120,0.08575116842985153,0.08827970176935196
445,DLX60QD,V150-225,-0.062230419367551804,-0.06718700379133224
445,DLX60QD,V75-225,-0.20949724316596985,-0.21858419477939606
445,DLX60QD,VLX150QD,0.053105950355529785,0.06593327224254608
445,DLX60QD,VLX75QD,0.05766301602125168,0.08084140717983246
446,D60-120,DLX60QD,0.0828777402639389,0.08335395902395248
446,D60-120,V150-225,0.0249803327023983,0.025077566504478455
446,D60-120,V75-225,-0.1052192822098732,-0.10485079884529114
446,D60-120,VLX150QD,0.022573336958885193,0.02604718878865242
446,D60-120,VLX75QD,-0.1406850814819336,-0.1394188553094864
447,VLX150QD,D60-120,0.013765456154942513,0.01563216559588909
447,VLX150QD,DLX60QD,0.1375720202922821,0.1404104381799698
447,VLX150QD,V150-225,0.0026251175440847874,0.004562402609735727
447,VLX150QD,V75-225,0.04337192326784134,0.04456787556409836
447,VLX150QD,VLX75QD,-0.003911803010851145,0.003586855251342058
448,D60-120,DLX60QD,0.060434676706790924,0.05785193294286728
448,D60-120,V150-225,0.013820265419781208,0.008264457806944847
448,D60-120,V75-225,-0.20634761452674866,-0.20785708725452423
448,D60-120,VLX150QD,0.09650817513465881,0.08730437606573105
448,D60-120,VLX75QD,0.08289892971515656,0.07699436694383621
449,D60-120,DLX60QD,0.07974977791309357,0.08315806835889816
449,D60-120,V150-225,0.03654475137591362,0.033590544015169144
449,D60-120,V75-225,-0.14942896366119385,-0.1518624722957611
449,D60-120,VLX150QD,0.06463856995105743,0.07188108563423157
449,D60-120,VLX75QD,-0.01902713067829609,-0.01492149755358696
450,D60-120,DLX60QD,0.0960964784026146,0.09935019910335541
450,D60-120,V150-225,0.039788149297237396,0.04368428885936737
450,D60-120,V75-225,-0.1579149216413498,-0.15341150760650635
450,D60-120,VLX150QD,0.06546995788812637,0.06978143751621246
450,D60-120,VLX75QD,-0.035254571586847305,-0.03110501542687416
451,V75-225,D60-120,0.06649056822061539,0.054244715720415115
451,V75-225,DLX60QD,0.07956475019454956,0.07399062067270279
